Date;Time;Device ID;Dendro;Air Temp;Air Hum;Soil Temp;Soil Moisture;Battery Level
2024/06/08;03:00:41;1;3479,5;6,4;99,9;10,5;37,28064;98
2024/06/08;03:00:42;3;5217,77;6,7;99,9;10,5;26,096448;100
2024/06/08;03:03:37;4;4057,6;7,1;100;9,81;33,552576;97
2024/06/08;03:06:03;6;3760,98;7,44;95,2;7,5;8,388144;100
2024/06/08;03:06:24;2;3666,37;6,42;99,28;11,38;8,388144;100
2024/06/08;03:06:38;1;3479,02;6,5;99,9;10,44;37,28064;98
2024/06/08;03:06:41;3;5217,82;6,8;99,9;10,5;26,096448;100
2024/06/08;03:09:36;4;4057,69;7,2;100;9,81;33,552576;97
2024/06/08;03:12:00;6;3760,8;7,6;95,72;7,44;8,388144;100
2024/06/08;03:12:35;1;3479,08;6,5;99,9;10,44;37,28064;98
2024/06/08;03:12:39;3;5217,9;6,88;99,9;10,44;26,096448;100
2024/06/08;03:15:31;4;4057,94;7,12;100;9,75;34,018584;97
2024/06/08;03:17:43;2;3667,14;6,32;99,12;11,31;8,388144;100
2024/06/08;03:17:53;6;3760,73;7,5;95,58;7,44;8,388144;100
2024/06/08;03:18:30;1;3479,82;6,4;99,9;10,44;37,28064;98
2024/06/08;03:18:38;3;5217,88;6,8;99,9;10,44;26,096448;100
2024/06/08;03:21:29;4;4058,14;7;100;9,81;34,018584;97
2024/06/08;03:23:48;6;3761,02;7,4;95,44;7,31;8,388144;100
2024/06/08;03:24:23;1;3479,7;6,4;99,9;10,38;37,28064;98
2024/06/08;03:24:30;3;5218,05;6,72;99,9;10,44;26,096448;100
2024/06/08;03:27:26;4;4058,25;7,1;100;9,75;33,086568;97
2024/06/08;03:29:29;2;3667,94;6,2;99,1;11,19;8,388144;100
2024/06/08;03:29:45;6;3761,16;7,34;95,2;7,25;8,388144;100
2024/06/08;03:30:23;1;3480,92;6,22;99,9;10,44;37,28064;98
2024/06/08;03:30:29;3;5218,37;6,6;99,9;10,38;26,096448;100
2024/06/08;03:33:23;4;4058,43;7;100;9,75;34,018584;97
2024/06/08;03:35:41;6;3760,95;7,3;95,5;7,38;8,388144;100
2024/06/08;03:36:21;1;3481,22;6,2;99,9;10,38;37,28064;98
2024/06/08;03:36:25;3;5218,23;6,62;99,9;10,38;26,096448;100
2024/06/08;03:39:20;4;4058,6;7;100;9,62;34,018584;97
2024/06/08;03:40:45;2;3668,12;6,3;99,42;11,19;8,388144;100
2024/06/08;03:42:12;6;3760,95;7,4;95,5;7,44;8,388144;100
2024/06/08;03:42:23;3;5218,06;6,62;99,9;10,38;26,096448;100
2024/06/08;03:42:44;1;3481,08;6,2;99,9;10,31;36,814632;98
2024/06/08;03:45:12;4;4058,78;6,94;100;9,69;32,62056;97
2024/06/08;03:48:09;6;3761,45;7,24;95,22;7,19;8,388144;100
2024/06/08;03:48:19;3;5218,3;6,52;99,9;10,31;26,096448;100
2024/06/08;03:48:41;1;3480,98;6,14;99,9;10,31;36,814632;98
2024/06/08;03:51:10;4;4058,74;6,8;100;9,56;32,62056;97
2024/06/08;03:51:58;2;3668,86;6,1;99,28;11,25;8,388144;100
2024/06/08;03:54:02;6;3761,5;7,14;95,2;7,12;8,388144;100
2024/06/08;03:54:15;3;5218,56;6,5;99,9;10,25;26,096448;100
2024/06/08;03:54:38;1;3481,25;6;99,9;10,31;36,814632;98
2024/06/08;03:57:06;4;4059,28;6,8;100;9,56;32,62056;97
2024/06/08;04:00:00;6;3761,82;7,1;95,24;7,06;8,388144;100
2024/06/08;04:00:09;3;5218,36;6,4;99,9;10,31;26,096448;100
2024/06/08;04:00:36;1;3480,13;6;99,9;10,25;36,814632;98
2024/06/08;04:02:58;4;4059,28;6,74;100;9,5;32,62056;97
2024/06/08;04:03:14;2;3668,96;6;99,3;11,12;8,388144;100
2024/06/08;04:05:55;6;3762,06;7,1;95,58;7,06;8,388144;100
2024/06/08;04:06:07;3;5218,49;6,5;99,9;10,25;26,096448;100
2024/06/08;04:06:33;1;3480,84;6;99,9;10,25;36,814632;98
2024/06/08;04:08:56;4;4059,15;6,8;100;9,5;32,154552;97
2024/06/08;04:11:50;6;3762,06;7,2;95,7;7,06;8,388144;100
2024/06/08;04:12:00;3;5218,71;6,44;99,9;10,19;26,096448;100
2024/06/08;04:12:32;1;3480,63;6,1;99,9;10,25;36,814632;98
2024/06/08;04:14:29;2;3669,51;6;99,6;11,12;8,388144;100
2024/06/08;04:14:51;4;4059,55;6,9;100;9,5;32,62056;97
2024/06/08;04:17:48;6;3761,75;7,14;95,72;7,12;8,388144;100
2024/06/08;04:17:57;3;5218,8;6,4;99,9;10,12;26,096448;100
2024/06/08;04:18:27;1;3481,25;6;99,9;10,19;36,814632;98
2024/06/08;04:20:47;4;4059,69;6,7;100;9,44;32,154552;97
2024/06/08;04:23:42;6;3761,86;7,1;95,8;7,12;8,388144;100
2024/06/08;04:23:57;3;5218,62;6,4;99,9;10,12;26,096448;100
2024/06/08;04:24:21;1;3481,37;6;99,9;10,19;36,814632;98
2024/06/08;04:26:13;2;3669,93;6,1;99,84;11;8,388144;100
2024/06/08;04:27:14;4;4059,64;6,9;100;9,38;32,154552;97
2024/06/08;04:29:35;6;3761,83;7,2;96;7,12;8,388144;100
2024/06/08;04:29:56;3;5218,67;6,5;99,9;10,12;26,096448;100
2024/06/08;04:30:14;1;3481,08;6;99,9;10,12;36,814632;98
2024/06/08;04:33:10;4;4060,11;6,9;100;9,38;32,154552;97
2024/06/08;04:35:31;6;3761,95;7,2;95,8;7,25;8,388144;100
2024/06/08;04:35:50;3;5218,74;6,48;99,9;10,12;26,096448;100
2024/06/08;04:36:07;1;3481,5;6;99,9;10,12;36,814632;98
2024/06/08;04:37:26;2;3670,73;6,1;99,82;11;8,388144;100
2024/06/08;04:39:02;4;4060,39;6,8;100;9,31;32,154552;97
2024/06/08;04:41:27;6;3762,19;7,1;95,6;7,12;8,388144;100
2024/06/08;04:41:46;3;5219,14;6,3;99,9;10,12;26,096448;100
2024/06/08;04:42:01;1;3481,05;6;99,9;10,12;36,814632;98
2024/06/08;04:45:00;4;4060,27;6,9;100;9,31;32,154552;97
2024/06/08;04:47:20;6;3762,33;7,1;95,8;7,12;8,388144;100
2024/06/08;04:47:45;3;5218,98;6,4;99,9;10,06;26,096448;100
2024/06/08;04:47:57;1;3480,83;6,2;99,9;10,06;36,814632;98
2024/06/08;04:48:40;2;3670,82;6,1;99,9;10,94;8,388144;100
2024/06/08;04:50:58;4;4060,46;7;100;9,31;32,154552;97
2024/06/08;04:53:42;3;5218,76;6,6;99,9;10;26,096448;100
2024/06/08;04:53:46;6;3764,02;7,2;96;7,19;8,388144;100
2024/06/08;04:53:54;1;3481,21;6,44;99,9;10,06;36,814632;98
2024/06/08;04:56:56;4;4060,68;7,2;100;9,25;32,154552;97
2024/06/08;04:59:35;3;5218,8;6,9;99,9;10;26,096448;100
2024/06/08;04:59:53;1;3480,97;6,6;99,9;10,12;36,814632;98
2024/06/08;05:00:14;6;3763,79;7,4;96,3;7,31;8,388144;100
2024/06/08;05:01:23;2;3671,43;6,52;99,9;10,94;8,388144;100
2024/06/08;05:02:48;4;4060,77;7,14;100;9,19;32,154552;97
2024/06/08;05:05:34;3;5218,82;6,84;99,9;10;26,096448;100
2024/06/08;05:05:52;1;3481,53;6,52;99,9;10,06;36,814632;98
2024/06/08;05:06:11;6;3763,66;7,5;96,18;7,38;8,388144;100
2024/06/08;05:08:41;4;4060,93;7,2;100;9,19;32,154552;97
2024/06/08;05:11:27;3;5218,97;6,78;99,9;9,94;26,096448;100
2024/06/08;05:11:51;1;3481,61;6,44;99,9;10,06;36,814632;98
2024/06/08;05:12:04;6;3763,89;7,4;95,8;7,25;8,388144;100
2024/06/08;05:12:37;2;3671,7;6,4;99,1;10,88;8,388144;100
2024/06/08;05:14:35;4;4061,45;7,1;100;9,12;32,154552;97
2024/06/08;05:17:22;3;5219,22;6,7;99,9;10;26,096448;100
2024/06/08;05:17:58;6;3763,95;7,4;95,6;7,25;8,388144;100
2024/06/08;05:18:17;1;3481,31;6,42;99,9;10,06;36,814632;98
2024/06/08;05:20:33;4;4061,13;7,1;100;9,19;32,154552;97
2024/06/08;05:23:23;3;5219,3;6,7;99,9;9,88;26,096448;100
2024/06/08;05:23:49;2;3672,7;6,44;99,3;10,81;8,388144;100
2024/06/08;05:24:13;1;3481,15;6,48;99,9;10;36,814632;98
2024/06/08;05:24:24;6;3764,29;7,3;95,6;7,19;8,388144;100
2024/06/08;05:26:32;4;4061,31;7,14;100;9,12;31,688544;97
2024/06/08;05:29:23;3;5219,63;6,72;99,9;9,94;26,096448;100
2024/06/08;05:30:13;1;3482,21;6,32;99,9;10;36,814632;98
2024/06/08;05:30:49;6;3764,51;7,3;95,6;7,12;8,388144;100
2024/06/08;05:32:30;4;4062,58;7;100;9,06;32,154552;97
2024/06/08;05:35:17;3;5219,63;6,68;99,9;9,94;26,096448;100
2024/06/08;05:36:06;1;3482,23;6,2;99,9;10;36,814632;98
2024/06/08;05:36:30;2;3673,29;6,24;99,1;10,81;8,388144;100
2024/06/08;05:37:46;6;3763,77;7,3;95,62;7,25;8,388144;100
2024/06/08;05:38:23;4;4063,1;7;100;9,06;32,154552;97
2024/06/08;05:41:09;3;5219,65;6,44;99,9;9,88;26,096448;100
2024/06/08;05:42:01;1;3482,12;6,2;99,9;9,94;36,348624;98
2024/06/08;05:43:40;6;3764,14;7,2;95,64;7,12;8,388144;100
2024/06/08;05:44:19;4;4063,18;6,9;100;9;32,154552;97
2024/06/08;05:47:03;3;5219,7;6,44;99,9;9,88;26,096448;100
2024/06/08;05:47:47;2;3674,1;6,02;99,3;10,75;8,388144;100
2024/06/08;05:48:00;1;3482,75;6,1;99,9;9,94;36,348624;98
2024/06/08;05:49:58;6;3764,65;7,1;95,4;7;8,388144;100
2024/06/08;05:50:14;4;4063,65;6,9;100;9;32,154552;97
2024/06/08;05:52:59;3;5219,83;6,42;99,9;9,81;26,096448;100
2024/06/08;05:53:57;1;3484,79;6,1;99,9;9,94;36,348624;98
2024/06/08;05:55:51;6;3764,58;7,1;95,6;7;8,388144;100
2024/06/08;05:56:06;4;4063,82;6,8;100;9;32,154552;97
2024/06/08;05:58:56;3;5219,98;6,48;99,9;9,88;26,096448;100
2024/06/08;05:59:01;2;3674,55;6;99,6;10,69;8,388144;100
2024/06/08;05:59:49;1;3484,63;6,1;99,9;9,94;36,348624;98
2024/06/08;06:01:44;6;3764,54;7,04;95,6;7;8,388144;100
2024/06/08;06:02:01;4;4063,83;6,9;100;8,94;32,154552;97
2024/06/08;06:04:49;3;5219,82;6,5;99,9;9,81;26,096448;100
2024/06/08;06:05:44;1;3484,5;6,02;99,9;9,88;36,348624;98
2024/06/08;06:07:38;6;3764,64;7,1;95,8;7;8,388144;100
2024/06/08;06:07:56;4;4063,97;6,8;100;8,88;32,154552;97
2024/06/08;06:10:14;2;3674,89;6;99,7;10,62;8,388144;100
2024/06/08;06:10:44;3;5219,93;6,42;99,9;9,75;26,096448;100
2024/06/08;06:11:43;1;3485,12;5,9;99,9;9,88;36,348624;98
2024/06/08;06:13:35;6;3764,8;7,1;95,8;6,94;8,388144;100
2024/06/08;06:13:56;4;4064,24;6,74;100;8,88;32,154552;97
2024/06/08;06:16:42;3;5219,85;6,5;99,9;9,75;26,096448;100
2024/06/08;06:17:40;1;3483,25;6;99,9;9,88;36,348624;98
2024/06/08;06:19:28;6;3765,01;7,1;96,02;7;8,388144;100
2024/06/08;06:19:47;4;4064,23;6,7;100;8,88;32,154552;97
2024/06/08;06:21:27;2;3674,9;6,02;99,84;10,62;8,388144;100
2024/06/08;06:22:38;3;5219,83;6,38;99,9;9,75;26,096448;100
2024/06/08;06:23:35;1;3483,69;6;99,9;9,88;36,348624;98
2024/06/08;06:25:23;6;3765,58;7;96,08;7;8,388144;100
2024/06/08;06:25:45;4;4064,37;6,8;100;8,88;32,154552;97
2024/06/08;06:28:33;3;5219,96;6,5;99,9;9,69;26,096448;100
2024/06/08;06:29:32;1;3483,43;6,12;99,9;9,81;36,348624;98
2024/06/08;06:31:40;4;4064,43;6,74;100;8,81;32,154552;97
2024/06/08;06:32:26;6;3765,5;7;96,04;6,94;8,388144;100
2024/06/08;06:32:39;2;3675,31;5,94;99,9;10,62;8,388144;100
2024/06/08;06:34:28;3;5219,85;6,3;99,9;9,69;26,096448;100
2024/06/08;06:35:28;1;3484,06;6,04;99,9;9,81;36,348624;98
2024/06/08;06:37:35;4;4064,35;6,7;100;8,81;32,154552;97
2024/06/08;06:38:23;6;3765,29;7,1;96,2;6,88;8,388144;100
2024/06/08;06:40:24;3;5220,14;6,5;99,9;9,62;26,096448;100
2024/06/08;06:41:26;1;3483,82;6,24;99,9;9,75;36,348624;98
2024/06/08;06:43:29;4;4064,37;6,9;100;8,81;32,154552;96
2024/06/08;06:43:57;2;3675,65;6,2;99,9;10,56;8,388144;100
2024/06/08;06:44:20;6;3765,07;7,3;96,44;6,94;8,388144;100
2024/06/08;06:46:24;3;5220,19;6,54;99,9;9,62;26,096448;100
2024/06/08;06:47:24;1;3484,13;6;99,9;9,75;36,348624;98
2024/06/08;06:49:23;4;4064,42;6,74;100;8,75;32,154552;96
2024/06/08;06:50:16;6;3765,67;7,2;96,24;6,88;8,388144;100
2024/06/08;06:52:21;3;5220,19;6,36;99,9;9,62;26,096448;100
2024/06/08;06:53:17;1;3484,18;6,04;99,9;9,69;36,348624;98
2024/06/08;06:55:10;2;3676,34;6;99,9;10,5;8,388144;100
2024/06/08;06:55:22;4;4064,63;6,7;100;8,75;32,154552;97
2024/06/08;06:56:15;6;3765,56;7,1;96;6,94;8,388144;100
2024/06/08;06:58:22;3;5220,19;6,38;99,9;9,56;26,096448;100
2024/06/08;06:59:12;1;3484,05;5,9;99,9;9,69;36,348624;98
2024/06/08;07:01:20;4;4064,73;6,6;100;8,69;32,154552;97
2024/06/08;07:02:15;6;3765,92;7;95,72;6,88;8,388144;100
2024/06/08;07:04:22;3;5220,33;6,22;99,9;9,56;26,096448;100
2024/06/08;07:05:08;1;3484,16;5,9;99,9;9,75;36,348624;98
2024/06/08;07:06:57;2;3676,43;6;99,9;10,44;8,388144;100
2024/06/08;07:07:17;4;4064,72;6,7;100;8,69;32,154552;97
2024/06/08;07:08:12;6;3765,85;7,1;96,12;7;8,388144;100
2024/06/08;07:10:17;3;5220,17;6,4;99,9;9,56;26,096448;100
2024/06/08;07:11:06;1;3484,14;6;99,9;9,69;36,348624;98
2024/06/08;07:13:13;4;4064,78;6,64;100;8,69;32,154552;97
2024/06/08;07:14:05;6;3765,94;7,1;95,9;7,06;8,388144;100
2024/06/08;07:16:17;3;5220,22;6,32;99,9;9,5;26,096448;100
2024/06/08;07:17:06;1;3484,41;5,9;99,9;9,69;36,348624;98
2024/06/08;07:18:49;2;3676,92;5,9;99,88;10,44;8,388144;100
2024/06/08;07:19:08;4;4065,09;6,7;100;8,62;32,154552;96
2024/06/08;07:20:02;6;3765,7;7;95,8;6,88;8,388144;100
2024/06/08;07:22:17;3;5220,29;6,2;99,9;9,5;26,096448;100
2024/06/08;07:23:00;1;3485,32;5,8;99,9;9,62;36,348624;98
2024/06/08;07:25:06;4;4063,93;6,6;100;8,25;39,144672;96
2024/06/08;07:25:58;6;3764,37;6,9;95,68;9,88;8,388144;100
2024/06/08;07:28:11;3;5220,21;6,1;99,9;9,5;26,096448;100
2024/06/08;07:28:58;1;3485,01;5,9;99,9;9,62;36,348624;98
2024/06/08;07:30:03;2;3676,95;5,92;99,9;10,44;8,388144;100
2024/06/08;07:30:58;4;4059,48;7,1;100;8,12;42,872736;97
2024/06/08;07:31:53;6;3763,27;7,1;96,3;10,44;8,388144;100
2024/06/08;07:34:05;3;5220,39;6,22;99,9;9,5;26,096448;100
2024/06/08;07:35:31;1;3484,67;6,02;99,9;9,62;36,348624;98
2024/06/08;07:36:56;4;4059,85;7,4;100;8,56;39,61068;97
2024/06/08;07:37:50;6;3763,42;7,1;96,3;10,88;8,388144;100
2024/06/08;07:40:04;3;5220,22;6,24;99,9;9,44;26,096448;100
2024/06/08;07:41:15;2;3677,08;6,1;99,9;10,31;8,388144;100
2024/06/08;07:41:28;1;3484,64;6,02;99,9;9,56;36,348624;98
2024/06/08;07:42:55;4;4060,5;7,4;100;9;40,076688;97
2024/06/08;07:43:44;6;3764,07;7;96,24;11,31;8,388144;100
2024/06/08;07:46:01;3;5218,37;6,3;99,9;9,44;27,494472;100
2024/06/08;07:47:26;1;3484,42;6;99,9;8,88;40,076688;98
2024/06/08;07:48:48;4;4065,1;7,14;100;9,38;17,242296;97
2024/06/08;07:49:37;6;3765,77;6,9;96,22;10,69;8,388144;100
2024/06/08;07:51:53;3;5220,29;6,24;99,9;9,25;28,426488;100
2024/06/08;07:52:31;2;3677,47;5,84;99,9;9,94;8,388144;100
2024/06/08;07:53:21;1;3485;5,9;99,9;9,06;39,144672;98
2024/06/08;07:54:46;4;4065,99;6,8;100;9,69;18,174312;97
2024/06/08;07:55:34;6;3766,1;6,94;96,2;9,81;8,388144;100
2024/06/08;07:57:47;3;5220,19;6,12;99,9;9,31;27,96048;100
2024/06/08;07:59:18;1;3485,46;5,8;99,9;9,12;38,678664;98
2024/06/08;08:00:38;4;4066,55;6,7;100;9,88;36,348624;97
2024/06/08;08:01:32;6;3766,48;6,9;96;8,69;8,388144;100
2024/06/08;08:03:42;3;5220,23;6,14;99,9;9,38;27,96048;100
2024/06/08;08:03:47;2;3678,34;5,7;99,9;9,94;8,388144;100
2024/06/08;08:05:12;1;3485,41;5,74;99,9;9,12;38,678664;98
2024/06/08;08:06:31;4;4066,95;6,6;100;10;30,29052;97
2024/06/08;08:07:31;6;3766,34;6,8;96;8,06;8,388144;100
2024/06/08;08:09:39;3;5220,2;6,08;99,9;9,38;27,494472;100
2024/06/08;08:11:08;1;3485,27;5,84;99,9;9,06;38,678664;98
2024/06/08;08:12:26;4;4067,18;6,7;100;10,12;25,164432;96
2024/06/08;08:15:33;3;5220,04;6,24;99,9;9,44;27,494472;100
2024/06/08;08:17:05;1;3485,25;5,92;99,9;9,12;38,212656;98
2024/06/08;08:18:20;4;4067,26;6,74;100;10,19;22,834392;96
2024/06/08;08:19:20;6;3766,46;6,94;96,2;7,88;8,388144;100
2024/06/08;08:21:30;3;5220,08;6,2;99,9;9,44;27,494472;100
2024/06/08;08:23:01;1;3485,3;5,9;99,9;9,19;38,212656;98
2024/06/08;08:24:17;4;4067,52;6,8;100;10,12;22,834392;96
2024/06/08;08:26:16;2;3678,61;5,9;99,9;9,94;8,388144;100
2024/06/08;08:27:24;3;5220,22;6,34;99,9;9,38;27,494472;100
2024/06/08;08:28:59;1;3485,27;6,04;99,9;9,19;38,212656;98
2024/06/08;08:30:13;4;4067,76;6,8;100;10,06;23,3004;96
2024/06/08;08:31:07;6;3766,18;7,2;96,32;8,12;8,388144;100
2024/06/08;08:33:18;3;5220,05;6,3;99,9;9,31;27,028464;100
2024/06/08;08:34:56;1;3485,04;6,02;99,9;9,19;38,212656;98
2024/06/08;08:37:01;6;3766,13;7,2;96,3;8;8,388144;100
2024/06/08;08:37:30;2;3678,07;6,1;99,9;9,94;8,388144;100
2024/06/08;08:39:15;3;5220,29;6,48;99,9;9,31;27,028464;100
2024/06/08;08:40:51;1;3485,17;6,1;99,9;9,12;38,212656;98
2024/06/08;08:42:05;4;4067,6;6,9;100;9,94;24,232416;96
2024/06/08;08:42:59;6;3765,92;7,2;96,32;7,81;8,388144;100
2024/06/08;08:45:08;3;5220,09;6,7;99,9;9,38;27,028464;100
2024/06/08;08:46:48;1;3485,49;6,14;99,9;9,12;38,212656;98
2024/06/08;08:47:57;4;4067,72;6,9;100;9,88;23,766408;97
2024/06/08;08:48:56;6;3765,82;7,3;96,2;7,81;8,388144;100
2024/06/08;08:51:02;3;5220,12;6,94;99,9;9,31;27,028464;100
2024/06/08;08:52:43;1;3484,25;6,94;99,9;9,19;38,212656;98
2024/06/08;08:53:52;4;4067,39;7,4;100;9,75;22,834392;96
2024/06/08;08:56:54;3;5220,16;7,12;99,9;9,38;27,028464;100
2024/06/08;08:58:40;1;3482,39;8,6;99,9;9,19;38,212656;98
2024/06/08;08:59:48;4;4067,1;8;100;9,75;22,368384;97
2024/06/08;09:00:00;2;3676,83;7,22;99,9;9,94;8,388144;100
2024/06/08;09:00:46;6;3764,81;7.939999999999999;96,9;8,25;8,388144;100
2024/06/08;09:04:00;3;5219,97;7,9;99,9;9,38;27,028464;100
2024/06/08;09:04:34;1;3481,53;8,88;99,9;9,19;38,212656;98
2024/06/08;09:05:44;4;4066,83;8,2;100;9,69;22,368384;97
2024/06/08;09:07:12;6;3764,08;8,34;97,08;8,62;8,388144;100
2024/06/08;09:09:53;3;5219,77;8,44;99,9;9,38;27,028464;100
2024/06/08;09:10:27;1;3480,24;9,3;99,9;9,25;38,212656;98
2024/06/08;09:11:37;4;4066,54;8,5;100;9,75;22,368384;96
2024/06/08;09:11:50;2;3675,39;8,2;99,9;9,94;8,388144;100
2024/06/08;09:13:11;6;3763,34;8,8;97,2;8,94;8,388144;100
2024/06/08;09:15:51;3;5219,48;9,04;99,9;9,38;27,028464;100
2024/06/08;09:16:21;1;3480,33;11,12;95,02;9,25;37,746648;98
2024/06/08;09:17:30;4;4066,38;8,9;100;9,69;21,902376;97
2024/06/08;09:19:42;6;3762,5;9,3;97,2;9,31;8,388144;100
2024/06/08;09:21:47;3;5218,66;9,7;99,9;9,38;27,028464;100
2024/06/08;09:22:14;1;3476,89;12,1;89,2;9,25;37,746648;98
2024/06/08;09:23:06;2;3670,98;9,6;95,88;9,94;8,388144;100
2024/06/08;09:25:38;6;3761,94;10,7;97;9,81;8,388144;100
2024/06/08;09:27:43;3;5216,97;10,44;99,9;9,44;27,028464;100
2024/06/08;09:28:08;1;3478,77;13,1;83,14;9,31;37,746648;98
2024/06/08;09:29:21;4;4064,56;10;100;9,62;21,902376;97
2024/06/08;09:31:35;6;3761,62;12,4;87,32;10,19;8,388144;100
2024/06/08;09:33:40;3;5216,27;11,4;99,5;9,5;27,028464;100
2024/06/08;09:34:03;1;3478,82;14,72;76,52;9,38;37,746648;98
2024/06/08;09:35:17;4;4064,13;10,54;100;9,62;21,436368;97
2024/06/08;09:37:35;6;3761,55;14,14;75,8;10,75;8,388144;100
2024/06/08;09:39:34;3;5215,56;11,98;96,96;9,56;26,562456;100
2024/06/08;09:39:56;1;3478,48;15,12;72,6;9,44;37,746648;98
2024/06/08;09:41:10;4;4062,21;11,2;99,96;9,69;21,436368;97
2024/06/08;09:43:28;6;3761,06;16,04;69,68;11,19;8,388144;100
2024/06/08;09:45:29;3;5215,04;12,34;95,04;9,69;26,562456;100
2024/06/08;09:45:50;1;3477,37;15,52;71,9;9,5;37,746648;98
2024/06/08;09:47:08;4;4060,87;12,2;95,98;9,69;22,368384;97
2024/06/08;09:49:26;6;3760,51;17,1;65;11,44;8,388144;100
2024/06/08;09:51:25;3;5214;12,92;93,8;9,94;26,562456;100
2024/06/08;09:51:50;1;3474,54;16,5;71,2;9,62;37,746648;98
2024/06/08;09:53:33;4;4059,91;13;92,74;9,69;22,368384;97
2024/06/08;09:55:19;6;3760,35;17,8;63,2;11,81;8,388144;100
2024/06/08;09:57:00;2;3643,15;14;78,14;10,44;8,388144;100
2024/06/08;09:57:20;3;5213,26;13,34;93,64;10,12;26,562456;100
2024/06/08;09:59:30;4;4059,16;13,74;86,7;9,69;21,902376;97
2024/06/08;10:01:17;6;3760,66;17,7;64,28;11,81;8,388144;100
2024/06/08;10:03:19;3;5212,24;13,74;92,12;10,31;26,562456;100
2024/06/08;10:03:39;1;3472,06;16,9;67,78;9,81;37,746648;98
2024/06/08;10:05:27;4;4059,16;14,3;88,54;9,75;20,97036;97
2024/06/08;10:07:15;6;3760;18,6;60,1;11,56;8,388144;100
2024/06/08;10:09:11;3;5212,93;14,1;88,9;10,62;26,562456;100
2024/06/08;10:09:37;1;3469,95;17,32;66,28;9,94;37,28064;98
2024/06/08;10:11:26;4;4058,89;15,04;81,48;9,75;21,436368;97
2024/06/08;10:13:12;6;3759,65;19;57,88;11,75;8,388144;100
2024/06/08;10:15:03;3;5213,05;14,4;86,54;10,81;26,562456;100
2024/06/08;10:15:35;1;3474,29;17,34;65,12;10,06;37,28064;98
2024/06/08;10:17:25;4;4057,77;15,4;81,5;9,75;21,436368;97
2024/06/08;10:19:08;6;3758,9;19,6;56,58;12,06;8,388144;100
2024/06/08;10:19:38;2;3627,28;16,2;67,12;10,75;8,388144;100
2024/06/08;10:20:57;3;5213,08;14,8;87,1;11,06;26,562456;100
2024/06/08;10:21:31;1;3471,06;17,4;65,52;10,19;37,28064;98
2024/06/08;10:23:20;4;4056,81;15,7;76,82;9,81;21,436368;97
